pickup_zone,dropoff_zone,time_interval,pickup_lon,pickup_lat,dropoff_lon,dropoff_lat,color,n
Morningside Heights,Yorkville East,18,-73.9624327,40.8089564,-73.9492079,40.7762231,green,316
Sunnyside,Sunnyside,20,-73.9196324,40.7432759,-73.9196324,40.7432759,green,316
Williamsburg (South Side),Bushwick North,4,-73.9517335,40.7079936,-73.9212858,40.6944282,green,316
East Williamsburg,Bushwick North,0,-73.9330429,40.7158762,-73.9212858,40.6944282,green,315
Jackson Heights,Elmhurst/Maspeth,0,-73.8830701,40.7556818,-73.8932385,40.7395973,green,315
Jackson Heights,Woodside,22,-73.8830701,40.7556818,-73.9036487,40.7512123,green,315
Randalls Island,East Harlem North,14,-73.9271644,40.7891291,-73.9464769,40.8115504,green,315
Jackson Heights,Elmhurst/Maspeth,22,-73.8830701,40.7556818,-73.8932385,40.7395973,green,314
Park Slope,Boerum Hill,12,-73.9805817,40.6681038,-73.9844722,40.6848689,green,314
Williamsburg (North Side),Stuyvesant Heights,20,-73.9634429,40.7190424,-73.9330981,40.6882279,green,314
Woodside,Old Astoria,18,-73.9036487,40.7512123,-73.892939,40.7328166,green,314
Elmhurst,Elmhurst,12,-73.8801301,40.737975,-73.8801301,40.737975,green,313
Jackson Heights,Elmhurst/Maspeth,6,-73.8830701,40.7556818,-73.8932385,40.7395973,green,313
Jackson Heights,North Corona,14,-73.8830701,40.7556818,-73.8624893,40.7502698,green,313
Morningside Heights,Lincoln Square East,10,-73.9624327,40.8089564,-73.9844722,40.773828,green,313
Park Slope,Boerum Hill,10,-73.9805817,40.6681038,-73.9844722,40.6848689,green,313
Randalls Island,East Harlem North,10,-73.9271644,40.7891291,-73.9464769,40.8115504,green,313
Williamsburg (South Side),Bushwick North,20,-73.9517335,40.7079936,-73.9212858,40.6944282,green,313
Central Harlem,Manhattanville,14,-73.9538699,40.7988378,-73.9558333,40.8169443,green,312
Cobble Hill,Cobble Hill,16,-73.9962255,40.686536,-73.9962255,40.686536,green,312
Marine Park/Floyd Bennett Field,Clinton Hill,20,-73.9441579,40.6781784,-73.9639021,40.6893665,green,312
Boerum Hill,Stuyvesant Heights,22,-73.9844722,40.6848689,-73.9330981,40.6882279,green,311
East Harlem North,Upper East Side North,6,-73.9464769,40.8115504,-73.9565551,40.7735649,green,311
Morningside Heights,Central Harlem,8,-73.9624327,40.8089564,-73.9538699,40.7988378,green,311
Cobble Hill,Brooklyn Heights,10,-73.9962255,40.686536,-73.9932872,40.6960105,green,310
Prospect Heights,Park Slope,16,-73.9668408,40.6774196,-73.9805817,40.6681038,green,310
Queensboro Hill,Queensboro Hill,16,-73.940358,40.7509287,-73.940358,40.7509287,green,310
Clinton Hill,Marine Park/Floyd Bennett Field,18,-73.9639021,40.6893665,-73.9441579,40.6781784,green,309
Prospect Heights,Crown Heights North,22,-73.9668408,40.6774196,-73.9447994,40.6681032,green,309
Randalls Island,Central Harlem,6,-73.9271644,40.7891291,-73.9538699,40.7988378,green,309
Williamsburg (North Side),East Williamsburg,4,-73.9634429,40.7190424,-73.9330429,40.7158762,green,309
Boerum Hill,Boerum Hill,10,-73.9844722,40.6848689,-73.9844722,40.6848689,green,308
Cobble Hill,Carroll Gardens,20,-73.9962255,40.686536,-73.9991637,40.6795331,green,308
Long Island City/Hunters Point,Greenpoint,20,-73.95639,40.74128,-73.9418603,40.7245448,green,308
Yorkville East,Central Harlem,18,-73.9492079,40.7762231,-73.9538699,40.7988378,green,308
Boerum Hill,Gowanus,20,-73.9844722,40.6848689,-73.9903489,40.6733364,green,307
Central Harlem,Central Park,18,-73.9538699,40.7988378,-73.9741874,40.7711329,green,307
Little Italy/NoLiTa,Fort Greene,18,-73.9904233,40.7065737,-73.9741874,40.6920638,green,307
Morningside Heights,Hamilton Heights,14,-73.9624327,40.8089564,-73.9496079,40.8259597,green,307
Boerum Hill,Cobble Hill,16,-73.9844722,40.6848689,-73.9962255,40.686536,green,306
Clinton Hill,Marine Park/Floyd Bennett Field,20,-73.9639021,40.6893665,-73.9441579,40.6781784,green,306
East Harlem North,Mott Haven/Port Morris,22,-73.9464769,40.8115504,-73.9218949,40.7992799,green,306
Queensboro Hill,Astoria,16,-73.940358,40.7509287,-73.9234619,40.7643574,green,305
Steinway,Steinway,4,-73.9124667,40.7669996,-73.9124667,40.7669996,green,305
Boerum Hill,Marine Park/Floyd Bennett Field,0,-73.9844722,40.6848689,-73.9441579,40.6781784,green,304
Clinton Hill,Stuyvesant Heights,20,-73.9639021,40.6893665,-73.9330981,40.6882279,green,304
Morningside Heights,Central Harlem,22,-73.9624327,40.8089564,-73.9538699,40.7988378,green,304
Washington Heights North,Hamilton Heights,8,-73.9393554,40.8417082,-73.9496079,40.8259597,green,304
Woodside,Astoria,14,-73.9036487,40.7512123,-73.9234619,40.7643574,green,304
Yorkville East,Upper East Side North,10,-73.9492079,40.7762231,-73.9565551,40.7735649,green,304
Corona,Jackson Heights,18,-73.8642613,40.7449859,-73.8830701,40.7556818,green,303
Jackson Heights,Elmhurst/Maspeth,16,-73.8830701,40.7556818,-73.8932385,40.7395973,green,303
Manhattanville,Morningside Heights,14,-73.9558333,40.8169443,-73.9624327,40.8089564,green,303
Randalls Island,East Harlem North,12,-73.9271644,40.7891291,-73.9464769,40.8115504,green,303
Rego Park,Elmhurst,20,-73.8624893,40.7255722,-73.8801301,40.737975,green,303
Williamsburg (North Side),Williamsburg (North Side),4,-73.9634429,40.7190424,-73.9634429,40.7190424,green,303
Woodside,Astoria,22,-73.9036487,40.7512123,-73.9234619,40.7643574,green,303
Woodside,Jackson Heights,14,-73.9036487,40.7512123,-73.8830701,40.7556818,green,303
Boerum Hill,Stuyvesant Heights,18,-73.9844722,40.6848689,-73.9330981,40.6882279,green,302
Downtown Brooklyn/MetroTech,Fort Greene,14,-73.9861433,40.6942409,-73.9741874,40.6920638,green,302
Greenpoint,Williamsburg (South Side),20,-73.9418603,40.7245448,-73.9517335,40.7079936,green,302
Manhattanville,Hamilton Heights,14,-73.9558333,40.8169443,-73.9496079,40.8259597,green,302
Yorkville East,Bloomingdale,18,-73.9492079,40.7762231,-73.9697795,40.7988958,green,302
Hamilton Heights,Hamilton Heights,6,-73.9496079,40.8259597,-73.9496079,40.8259597,green,301
Queensboro Hill,Queensboro Hill,12,-73.940358,40.7509287,-73.940358,40.7509287,green,301
Sunnyside,Astoria,18,-73.9196324,40.7432759,-73.9234619,40.7643574,green,301
Williamsburg (North Side),Greenpoint,4,-73.9634429,40.7190424,-73.9418603,40.7245448,green,301
Williamsburg (North Side),Greenpoint,12,-73.9634429,40.7190424,-73.9418603,40.7245448,green,301
Morningside Heights,Upper East Side North,18,-73.9624327,40.8089564,-73.9565551,40.7735649,green,300
Prospect Heights,Fort Greene,18,-73.9668408,40.6774196,-73.9741874,40.6920638,green,300
Rego Park,Forest Hills,18,-73.8624893,40.7255722,-73.8448469,40.718106,green,300
Washington Heights North,East Harlem North,14,-73.9393554,40.8417082,-73.9464769,40.8115504,green,300
Briarwood/Jamaica Hills,Richmond Hill,18,-73.8273848,40.7126936,-73.8272029,40.6958108,green,299
Little Italy/NoLiTa,SoHo,8,-73.9904233,40.7065737,-74.0029883,40.723301,green,299
East Harlem North,Hamilton Heights,6,-73.9464769,40.8115504,-73.9496079,40.8259597,green,298
Jackson Heights,Elmhurst/Maspeth,12,-73.8830701,40.7556818,-73.8932385,40.7395973,green,298
Park Slope,Prospect Heights,12,-73.9805817,40.6681038,-73.9668408,40.6774196,green,298
Williamsburg (South Side),Long Island City/Hunters Point,22,-73.9517335,40.7079936,-73.95639,40.74128,green,298
Brooklyn Heights,Boerum Hill,18,-73.9932872,40.6960105,-73.9844722,40.6848689,green,297
Central Harlem,Upper East Side North,22,-73.9538699,40.7988378,-73.9565551,40.7735649,green,297
Elmhurst/Maspeth,Corona,16,-73.8932385,40.7395973,-73.8642613,40.7449859,green,297
Elmhurst/Maspeth,Sunnyside,20,-73.8932385,40.7395973,-73.9196324,40.7432759,green,297
Jackson Heights,Elmhurst/Maspeth,20,-73.8830701,40.7556818,-73.8932385,40.7395973,green,297
Morningside Heights,Upper East Side North,14,-73.9624327,40.8089564,-73.9565551,40.7735649,green,297
Steinway,Woodside,20,-73.9124667,40.7669996,-73.9036487,40.7512123,green,297
Stuyvesant Heights,Stuyvesant Heights,14,-73.9330981,40.6882279,-73.9330981,40.6882279,green,297
Sunnyside,Woodside,18,-73.9196324,40.7432759,-73.9036487,40.7512123,green,297
Boerum Hill,Prospect Heights,12,-73.9844722,40.6848689,-73.9668408,40.6774196,green,296
Elmhurst,Rego Park,18,-73.8801301,40.737975,-73.8624893,40.7255722,green,296
Elmhurst/Maspeth,Elmhurst,12,-73.8932385,40.7395973,-73.8801301,40.737975,green,296
Elmhurst/Maspeth,Old Astoria,0,-73.8932385,40.7395973,-73.892939,40.7328166,green,296
Forest Hills,Hillcrest/Pomonok,18,-73.8448469,40.718106,-73.8244593,40.7370967,green,296
East Harlem North,Yorkville East,0,-73.9464769,40.8115504,-73.9492079,40.7762231,green,295
Sunnyside,Sunnyside,16,-73.9196324,40.7432759,-73.9196324,40.7432759,green,295
Washington Heights North,Highbridge Park,10,-73.9393554,40.8417082,-73.9332427,40.8433959,green,295
Williamsburg (South Side),Clinton Hill,2,-73.9517335,40.7079936,-73.9639021,40.6893665,green,295
Elmhurst,Corona,14,-73.8801301,40.737975,-73.8642613,40.7449859,green,294
Forest Hills,Flushing Meadows-Corona Park,0,-73.8448469,40.718106,-73.8448469,40.7428054,green,294
Greenpoint,Greenpoint,0,-73.9418603,40.7245448,-73.9418603,40.7245448,green,294
Greenpoint,Williamsburg (North Side),0,-73.9418603,40.7245448,-73.9634429,40.7190424,green,294
Queensboro Hill,Queensboro Hill,14,-73.940358,40.7509287,-73.940358,40.7509287,green,294
Clinton Hill,Stuyvesant Heights,18,-73.9639021,40.6893665,-73.9330981,40.6882279,green,293
Cobble Hill,Brooklyn Heights,12,-73.9962255,40.686536,-73.9932872,40.6960105,green,293
Hamilton Heights,Central Harlem,14,-73.9496079,40.8259597,-73.9538699,40.7988378,green,293
Manhattanville,Morningside Heights,16,-73.9558333,40.8169443,-73.9624327,40.8089564,green,293
Washington Heights North,Washington Heights North,22,-73.9393554,40.8417082,-73.9393554,40.8417082,green,293
Williamsburg (North Side),East Williamsburg,20,-73.9634429,40.7190424,-73.9330429,40.7158762,green,293
Central Harlem,Manhattanville,20,-73.9538699,40.7988378,-73.9558333,40.8169443,green,292
East Harlem North,Washington Heights North,0,-73.9464769,40.8115504,-73.9393554,40.8417082,green,292
East Harlem North,Washington Heights North,10,-73.9464769,40.8115504,-73.9393554,40.8417082,green,292
Queensboro Hill,Queensboro Hill,10,-73.940358,40.7509287,-73.940358,40.7509287,green,292
Williamsburg (South Side),Greenpoint,18,-73.9517335,40.7079936,-73.9418603,40.7245448,green,292
Williamsburg (South Side),Marine Park/Floyd Bennett Field,22,-73.9517335,40.7079936,-73.9441579,40.6781784,green,292
Yorkville East,Yorkville East,18,-73.9492079,40.7762231,-73.9492079,40.7762231,green,292
Boerum Hill,Gowanus,16,-73.9844722,40.6848689,-73.9903489,40.6733364,green,291
Boerum Hill,Fort Greene,14,-73.9844722,40.6848689,-73.9741874,40.6920638,green,290
Central Harlem,Central Park,12,-73.9538699,40.7988378,-73.9741874,40.7711329,green,290
East Harlem North,Lincoln Square East,18,-73.9464769,40.8115504,-73.9844722,40.773828,green,290
Fort Greene,Downtown Brooklyn/MetroTech,8,-73.9741874,40.6920638,-73.9861433,40.6942409,green,290
South Williamsburg,Williamsburg (South Side),2,-73.9701967,40.7085692,-73.9517335,40.7079936,green,290
Yorkville East,East Harlem North,16,-73.9492079,40.7762231,-73.9464769,40.8115504,green,290
Boerum Hill,Cobble Hill,22,-73.9844722,40.6848689,-73.9962255,40.686536,green,289
Jamaica,South Jamaica,22,-73.7889689,40.702677,-73.7919103,40.6808594,green,289
Astoria,Woodside,12,-73.9234619,40.7643574,-73.9036487,40.7512123,green,288
Boerum Hill,Park Slope,12,-73.9844722,40.6848689,-73.9805817,40.6681038,green,288
Elmhurst/Maspeth,North Corona,20,-73.8932385,40.7395973,-73.8624893,40.7502698,green,288
Forest Hills,Briarwood/Jamaica Hills,14,-73.8448469,40.718106,-73.8273848,40.7126936,green,288
Long Island City/Hunters Point,Long Island City/Hunters Point,22,-73.95639,40.74128,-73.95639,40.74128,green,288
Manhattanville,Hamilton Heights,22,-73.9558333,40.8169443,-73.9496079,40.8259597,green,288
Williamsburg (North Side),Chinatown,0,-73.9634429,40.7190424,-73.9970307,40.7157509,green,288
Yorkville East,Yorkville East,10,-73.9492079,40.7762231,-73.9492079,40.7762231,green,288
Boerum Hill,Downtown Brooklyn/MetroTech,14,-73.9844722,40.6848689,-73.9861433,40.6942409,green,287
Cobble Hill,Brooklyn Heights,14,-73.9962255,40.686536,-73.9932872,40.6960105,green,287
Sunnyside,Astoria,20,-73.9196324,40.7432759,-73.9234619,40.7643574,green,287
Woodside,Elmhurst/Maspeth,0,-73.9036487,40.7512123,-73.8932385,40.7395973,green,287
Cobble Hill,Prospect Heights,16,-73.9962255,40.686536,-73.9668408,40.6774196,green,286
Elmhurst/Maspeth,North Corona,18,-73.8932385,40.7395973,-73.8624893,40.7502698,green,286
Jackson Heights,Woodside,20,-73.8830701,40.7556818,-73.9036487,40.7512123,green,286
Astoria,Sunnyside,14,-73.9234619,40.7643574,-73.9196324,40.7432759,green,285
Fort Greene,Fort Greene,14,-73.9741874,40.6920638,-73.9741874,40.6920638,green,285
Fort Greene,Stuyvesant Heights,16,-73.9741874,40.6920638,-73.9330981,40.6882279,green,285
Greenpoint,Greenpoint,22,-73.9418603,40.7245448,-73.9418603,40.7245448,green,285
Queensboro Hill,Astoria,22,-73.940358,40.7509287,-73.9234619,40.7643574,green,285
Randalls Island,Central Harlem,22,-73.9271644,40.7891291,-73.9538699,40.7988378,green,285
Steinway,East Elmhurst,6,-73.9124667,40.7669996,-73.8713099,40.7737505,green,285
Astoria,Astoria Park,12,-73.9234619,40.7643574,-73.9215888,40.7796684,green,284
Manhattanville,Hamilton Heights,12,-73.9558333,40.8169443,-73.9496079,40.8259597,green,284
Morningside Heights,Manhattanville,20,-73.9624327,40.8089564,-73.9558333,40.8169443,green,284
Rego Park,Jackson Heights,16,-73.8624893,40.7255722,-73.8830701,40.7556818,green,284
Woodside,Woodside,0,-73.9036487,40.7512123,-73.9036487,40.7512123,green,284
Yorkville East,Yorkville East,16,-73.9492079,40.7762231,-73.9492079,40.7762231,green,284
Astoria,Queensboro Hill,22,-73.9234619,40.7643574,-73.940358,40.7509287,green,283
East Harlem North,Melrose South,18,-73.9464769,40.8115504,-73.9168766,40.8209719,green,283
Fort Greene,Boerum Hill,16,-73.9741874,40.6920638,-73.9844722,40.6848689,green,283
Hamilton Heights,Hamilton Heights,2,-73.9496079,40.8259597,-73.9496079,40.8259597,green,283
Hamilton Heights,Manhattanville,16,-73.9496079,40.8259597,-73.9558333,40.8169443,green,283
Prospect Heights,Prospect Heights,12,-73.9668408,40.6774196,-73.9668408,40.6774196,green,283
Williamsburg (North Side),Lower East Side,20,-73.9634429,40.7190424,-73.9842724,40.715033,green,283
Central Harlem,Morningside Heights,6,-73.9538699,40.7988378,-73.9624327,40.8089564,green,282
Jamaica,South Ozone Park,20,-73.7889689,40.702677,-73.8124984,40.6764003,green,282
Prospect Heights,Park Slope,14,-73.9668408,40.6774196,-73.9805817,40.6681038,green,282
Rego Park,Jackson Heights,20,-73.8624893,40.7255722,-73.8830701,40.7556818,green,282
Yorkville East,Yorkville East,8,-73.9492079,40.7762231,-73.9492079,40.7762231,green,282
Brooklyn Heights,Brooklyn Heights,16,-73.9932872,40.6960105,-73.9932872,40.6960105,green,281
Corona,Corona,20,-73.8642613,40.7449859,-73.8642613,40.7449859,green,281
Elmhurst,Elmhurst,22,-73.8801301,40.737975,-73.8801301,40.737975,green,281
Greenpoint,Williamsburg (North Side),16,-73.9418603,40.7245448,-73.9634429,40.7190424,green,281
Jackson Heights,Woodside,2,-73.8830701,40.7556818,-73.9036487,40.7512123,green,281
Woodside,Elmhurst/Maspeth,14,-73.9036487,40.7512123,-73.8932385,40.7395973,green,281
Yorkville East,Upper East Side North,18,-73.9492079,40.7762231,-73.9565551,40.7735649,green,281
Briarwood/Jamaica Hills,Richmond Hill,20,-73.8273848,40.7126936,-73.8272029,40.6958108,green,280
Central Harlem,Manhattanville,12,-73.9538699,40.7988378,-73.9558333,40.8169443,green,280
Clinton Hill,Prospect Heights,22,-73.9639021,40.6893665,-73.9668408,40.6774196,green,280
Clinton Hill,Stuyvesant Heights,0,-73.9639021,40.6893665,-73.9330981,40.6882279,green,280
Elmhurst/Maspeth,Jackson Heights,6,-73.8932385,40.7395973,-73.8830701,40.7556818,green,280
Jackson Heights,Elmhurst,18,-73.8830701,40.7556818,-73.8801301,40.737975,green,279
Williamsburg (North Side),Chinatown,22,-73.9634429,40.7190424,-73.9970307,40.7157509,green,279
Williamsburg (North Side),Ridgewood,0,-73.9634429,40.7190424,-73.9018292,40.7043986,green,279
Downtown Brooklyn/MetroTech,Downtown Brooklyn/MetroTech,14,-73.9861433,40.6942409,-73.9861433,40.6942409,green,278
Elmhurst/Maspeth,Sunnyside,0,-73.8932385,40.7395973,-73.9196324,40.7432759,green,278
Prospect Heights,Prospect Heights,8,-73.9668408,40.6774196,-73.9668408,40.6774196,green,278
Boerum Hill,Gowanus,22,-73.9844722,40.6848689,-73.9903489,40.6733364,green,277
Central Harlem,Randalls Island,0,-73.9538699,40.7988378,-73.9271644,40.7891291,green,277
Marine Park/Floyd Bennett Field,Clinton Hill,16,-73.9441579,40.6781784,-73.9639021,40.6893665,green,277
Yorkville East,Bloomingdale,8,-73.9492079,40.7762231,-73.9697795,40.7988958,green,277
Forest Hills,Kew Gardens Hills,20,-73.8448469,40.718106,-73.8106854,40.7384986,green,276
Hamilton Heights,Central Harlem,12,-73.9496079,40.8259597,-73.9538699,40.7988378,green,276
Jackson Heights,Elmhurst,16,-73.8830701,40.7556818,-73.8801301,40.737975,green,276
Little Italy/NoLiTa,Brooklyn Heights,8,-73.9904233,40.7065737,-73.9932872,40.6960105,green,276
Rego Park,Corona,22,-73.8624893,40.7255722,-73.8642613,40.7449859,green,276
South Williamsburg,Williamsburg (North Side),22,-73.9701967,40.7085692,-73.9634429,40.7190424,green,276
Washington Heights North,Highbridge Park,20,-73.9393554,40.8417082,-73.9332427,40.8433959,green,276
Clinton Hill,Marine Park/Floyd Bennett Field,0,-73.9639021,40.6893665,-73.9441579,40.6781784,green,275
Elmhurst/Maspeth,Sunnyside,18,-73.8932385,40.7395973,-73.9196324,40.7432759,green,275
Fort Greene,Downtown Brooklyn/MetroTech,10,-73.9741874,40.6920638,-73.9861433,40.6942409,green,275
Little Italy/NoLiTa,Brooklyn Heights,16,-73.9904233,40.7065737,-73.9932872,40.6960105,green,275
Queensboro Hill,Long Island City/Hunters Point,18,-73.940358,40.7509287,-73.95639,40.74128,green,275
Steinway,Woodside,18,-73.9124667,40.7669996,-73.9036487,40.7512123,green,275
Central Harlem,Upper West Side North,6,-73.9538699,40.7988378,-73.9753676,40.7870106,green,274
East Harlem North,Upper East Side North,22,-73.9464769,40.8115504,-73.9565551,40.7735649,green,274
Woodside,Sunnyside,14,-73.9036487,40.7512123,-73.9196324,40.7432759,green,274
Elmhurst/Maspeth,Sunnyside,22,-73.8932385,40.7395973,-73.9196324,40.7432759,green,273
Greenpoint,Williamsburg (South Side),2,-73.9418603,40.7245448,-73.9517335,40.7079936,green,273
Clinton Hill,Marine Park/Floyd Bennett Field,16,-73.9639021,40.6893665,-73.9441579,40.6781784,green,272
Corona,North Corona,18,-73.8642613,40.7449859,-73.8624893,40.7502698,green,272
Hamilton Heights,Central Harlem,10,-73.9496079,40.8259597,-73.9538699,40.7988378,green,272
