pickup_zone,dropoff_zone,time_interval,pickup_lon,pickup_lat,dropoff_lon,dropoff_lat,n
South Williamsburg,Bushwick North,22,-73.9701967,40.7085692,-73.9212858,40.6944282,108
Steinway,East Elmhurst,22,-73.9124667,40.7669996,-73.8713099,40.7737505,108
Washington Heights North,Upper West Side North,22,-73.9393554,40.8417082,-73.9753676,40.7870106,108
Washington Heights North,Yorkville East,16,-73.9393554,40.8417082,-73.9492079,40.7762231,108
Westchester Village/Unionport,Parkchester,20,-73.8577346,40.8335462,-73.8566087,40.8382522,108
Williamsburg (North Side),Prospect Heights,16,-73.9634429,40.7190424,-73.9668408,40.6774196,108
Woodside,Old Astoria,2,-73.9036487,40.7512123,-73.892939,40.7328166,108
Astoria,Midtown East,10,-73.9234619,40.7643574,-73.9668408,40.7540369,109
Boerum Hill,Brooklyn Heights,8,-73.9844722,40.6848689,-73.9932872,40.6960105,109
Briarwood/Jamaica Hills,Briarwood/Jamaica Hills,2,-73.8273848,40.7126936,-73.8273848,40.7126936,109
Brooklyn Heights,Downtown Brooklyn/MetroTech,12,-73.9932872,40.6960105,-73.9861433,40.6942409,109
Bushwick North,East Williamsburg,0,-73.9212858,40.6944282,-73.9330429,40.7158762,109
Carroll Gardens,Boerum Hill,20,-73.9991637,40.6795331,-73.9844722,40.6848689,109
Central Harlem,JFK Airport,16,-73.9538699,40.7988378,-73.7781391,40.6413111,109
Central Harlem,West Concourse,18,-73.9538699,40.7988378,-73.9227554,40.8316761,109
Clinton Hill,Fort Greene,0,-73.9639021,40.6893665,-73.9741874,40.6920638,109
Downtown Brooklyn/MetroTech,Brooklyn Heights,8,-73.9861433,40.6942409,-73.9932872,40.6960105,109
East Harlem North,Longwood,20,-73.9464769,40.8115504,-73.8915875,40.8248438,109
East Harlem North,Times Sq/Theatre District,8,-73.9464769,40.8115504,-73.9841274,40.7592686,109
Forest Hills,Briarwood/Jamaica Hills,2,-73.8448469,40.718106,-73.8273848,40.7126936,109
Gowanus,Green-Wood Cemetery,0,-73.9903489,40.6733364,-73.995692,40.659017,109
Gowanus,Park Slope,12,-73.9903489,40.6733364,-73.9805817,40.6681038,109
Greenpoint,Long Island City/Hunters Point,8,-73.9418603,40.7245448,-73.95639,40.74128,109
Hamilton Heights,Upper West Side North,6,-73.9496079,40.8259597,-73.9753676,40.7870106,109
Homecrest,Brighton Beach,8,-73.9583652,40.5942311,-73.9596565,40.5780706,109
Inwood,Highbridge Park,22,-73.9212019,40.8677145,-73.9332427,40.8433959,109
Jackson Heights,Rego Park,18,-73.8830701,40.7556818,-73.8624893,40.7255722,109
Little Italy/NoLiTa,Clinton Hill,22,-73.9904233,40.7065737,-73.9639021,40.6893665,109
Little Italy/NoLiTa,Downtown Brooklyn/MetroTech,14,-73.9904233,40.7065737,-73.9861433,40.6942409,109
Marine Park/Floyd Bennett Field,Williamsburg (South Side),8,-73.9441579,40.6781784,-73.9517335,40.7079936,109
Morningside Heights,Lenox Hill East,12,-73.9624327,40.8089564,-73.9602312,40.7662315,109
Steinway,Sunnyside,10,-73.9124667,40.7669996,-73.9196324,40.7432759,109
Stuyvesant Heights,Brownsville,22,-73.9330981,40.6882279,-73.9095279,40.66308,109
Woodside,Sunnyside,4,-73.9036487,40.7512123,-73.9196324,40.7432759,109
Brooklyn Heights,Carroll Gardens,8,-73.9932872,40.6960105,-73.9991637,40.6795331,110
Brooklyn Heights,Little Italy/NoLiTa,18,-73.9932872,40.6960105,-73.9904233,40.7065737,110
Brooklyn Heights,Murray Hill,8,-73.9932872,40.6960105,-73.9756567,40.7478792,110
Brooklyn Heights,Park Slope,12,-73.9932872,40.6960105,-73.9805817,40.6681038,110
Central Harlem,East Concourse/Concourse Village,16,-73.9538699,40.7988378,-73.919308,40.824062,110
Central Harlem,Murray Hill,10,-73.9538699,40.7988378,-73.9756567,40.7478792,110
Cobble Hill,Clinton Hill,12,-73.9962255,40.686536,-73.9639021,40.6893665,110
Cobble Hill,Stuyvesant Heights,20,-73.9962255,40.686536,-73.9330981,40.6882279,110
Downtown Brooklyn/MetroTech,Marine Park/Floyd Bennett Field,0,-73.9861433,40.6942409,-73.9441579,40.6781784,110
East Concourse/Concourse Village,Hamilton Heights,14,-73.919308,40.824062,-73.9496079,40.8259597,110
Forest Hills,Briarwood/Jamaica Hills,8,-73.8448469,40.718106,-73.8273848,40.7126936,110
Fort Greene,Marine Park/Floyd Bennett Field,10,-73.9741874,40.6920638,-73.9441579,40.6781784,110
Kingsbridge Heights,Kingsbridge Heights,16,-73.9027462,40.8739816,-73.9027462,40.8739816,110
Morningside Heights,Morningside Heights,0,-73.9624327,40.8089564,-73.9624327,40.8089564,110
Park Slope,Sunset Park East,18,-73.9805817,40.6681038,-74.0123851,40.645532,110
Queensboro Hill,Long Island City/Hunters Point,12,-73.940358,40.7509287,-73.95639,40.74128,110
Randalls Island,Yorkville East,6,-73.9271644,40.7891291,-73.9492079,40.7762231,110
Sunnyside,Woodside,8,-73.9196324,40.7432759,-73.9036487,40.7512123,110
West Concourse,Highbridge,16,-73.9227554,40.8316761,-73.9271644,40.8384699,110
Willets Point,North Corona,18,-73.840436,40.7606911,-73.8624893,40.7502698,110
Woodside,Steinway,10,-73.9036487,40.7512123,-73.9124667,40.7669996,110
Yorkville East,Central Park,8,-73.9492079,40.7762231,-73.9741874,40.7711329,110
Astoria,Yorkville East,20,-73.9234619,40.7643574,-73.9492079,40.7762231,111
Boerum Hill,Cobble Hill,8,-73.9844722,40.6848689,-73.9962255,40.686536,111
Boerum Hill,Gowanus,8,-73.9844722,40.6848689,-73.9903489,40.6733364,111
Boerum Hill,Prospect Heights,2,-73.9844722,40.6848689,-73.9668408,40.6774196,111
Brooklyn Heights,Boerum Hill,8,-73.9932872,40.6960105,-73.9844722,40.6848689,111
Brooklyn Heights,Fort Greene,12,-73.9932872,40.6960105,-73.9741874,40.6920638,111
Brooklyn Heights,Midtown Center,6,-73.9932872,40.6960105,-73.9784137,40.7553676,111
Brooklyn Heights,Prospect Heights,14,-73.9932872,40.6960105,-73.9668408,40.6774196,111
Carroll Gardens,Cobble Hill,20,-73.9991637,40.6795331,-73.9962255,40.686536,111
Clinton Hill,Bushwick North,2,-73.9639021,40.6893665,-73.9212858,40.6944282,111
East Harlem North,Clinton East,20,-73.9464769,40.8115504,-73.9918181,40.7637581,111
East Harlem North,East Concourse/Concourse Village,0,-73.9464769,40.8115504,-73.919308,40.824062,111
Elmhurst,Forest Hills,18,-73.8801301,40.737975,-73.8448469,40.718106,111
Elmhurst/Maspeth,Old Astoria,12,-73.8932385,40.7395973,-73.892939,40.7328166,111
Forest Hills,Jamaica,22,-73.8448469,40.718106,-73.7889689,40.702677,111
Hamilton Heights,Upper East Side North,8,-73.9496079,40.8259597,-73.9565551,40.7735649,111
Hamilton Heights,West Concourse,18,-73.9496079,40.8259597,-73.9227554,40.8316761,111
Long Island City/Queens Plaza,Astoria,20,-73.9373702,40.7487173,-73.9234619,40.7643574,111
Melrose South,East Concourse/Concourse Village,8,-73.9168766,40.8209719,-73.919308,40.824062,111
Morningside Heights,Midtown Center,8,-73.9624327,40.8089564,-73.9784137,40.7553676,111
Park Slope,Gowanus,12,-73.9805817,40.6681038,-73.9903489,40.6733364,111
Prospect Heights,Clinton Hill,8,-73.9668408,40.6774196,-73.9639021,40.6893665,111
Queensboro Hill,Sunnyside,16,-73.940358,40.7509287,-73.9196324,40.7432759,111
Queensboro Hill,Sunnyside,20,-73.940358,40.7509287,-73.9196324,40.7432759,111
Randalls Island,Randalls Island,8,-73.9271644,40.7891291,-73.9271644,40.7891291,111
Sunnyside,Woodside,2,-73.9196324,40.7432759,-73.9036487,40.7512123,111
Washington Heights North,Bloomingdale,22,-73.9393554,40.8417082,-73.9697795,40.7988958,111
West Concourse,Highbridge,0,-73.9227554,40.8316761,-73.9271644,40.8384699,111
West Concourse,West Concourse,22,-73.9227554,40.8316761,-73.9227554,40.8316761,111
Williamsburg (North Side),Clinton Hill,14,-73.9634429,40.7190424,-73.9639021,40.6893665,111
Boerum Hill,Williamsburg (South Side),16,-73.9844722,40.6848689,-73.9517335,40.7079936,112
Briarwood/Jamaica Hills,Richmond Hill,14,-73.8273848,40.7126936,-73.8272029,40.6958108,112
Carroll Gardens,Park Slope,16,-73.9991637,40.6795331,-73.9805817,40.6681038,112
Carroll Gardens,Red Hook,14,-73.9991637,40.6795331,-74.0094471,40.6772802,112
Central Harlem,Washington Heights North,6,-73.9538699,40.7988378,-73.9393554,40.8417082,112
Clinton Hill,Little Italy/NoLiTa,8,-73.9639021,40.6893665,-73.9904233,40.7065737,112
East Concourse/Concourse Village,Melrose South,16,-73.919308,40.824062,-73.9168766,40.8209719,112
East Harlem North,Garment District,8,-73.9464769,40.8115504,-73.9916342,40.7547072,112
East Harlem North,Garment District,20,-73.9464769,40.8115504,-73.9916342,40.7547072,112
East Harlem North,Highbridge Park,0,-73.9464769,40.8115504,-73.9332427,40.8433959,112
East Williamsburg,Greenpoint,22,-73.9330429,40.7158762,-73.9418603,40.7245448,112
East Williamsburg,Stuyvesant Heights,2,-73.9330429,40.7158762,-73.9330981,40.6882279,112
Elmhurst/Maspeth,Maspeth,20,-73.8932385,40.7395973,-73.9065883,40.7294018,112
Erasmus,Erasmus,22,-73.9523791,40.6496713,-73.9523791,40.6496713,112
Fort Greene,Brooklyn Heights,16,-73.9741874,40.6920638,-73.9932872,40.6960105,112
Fort Greene,Williamsburg (North Side),18,-73.9741874,40.6920638,-73.9634429,40.7190424,112
Gowanus,Green-Wood Cemetery,22,-73.9903489,40.6733364,-73.995692,40.659017,112
Gowanus,Prospect Heights,16,-73.9903489,40.6733364,-73.9668408,40.6774196,112
Hamilton Heights,Manhattanville,0,-73.9496079,40.8259597,-73.9558333,40.8169443,112
Highbridge Park,Inwood,18,-73.9332427,40.8433959,-73.9212019,40.8677145,112
Jamaica,South Jamaica,14,-73.7889689,40.702677,-73.7919103,40.6808594,112
Mott Haven/Port Morris,East Harlem North,16,-73.9218949,40.7992799,-73.9464769,40.8115504,112
Prospect Heights,Crown Heights North,16,-73.9668408,40.6774196,-73.9447994,40.6681032,112
Prospect Heights,Fort Greene,10,-73.9668408,40.6774196,-73.9741874,40.6920638,112
Prospect Heights,Fort Greene,12,-73.9668408,40.6774196,-73.9741874,40.6920638,112
Queensboro Hill,Sunnyside,18,-73.940358,40.7509287,-73.9196324,40.7432759,112
Sunnyside,Steinway,14,-73.9196324,40.7432759,-73.9124667,40.7669996,112
West Concourse,West Concourse,14,-73.9227554,40.8316761,-73.9227554,40.8316761,112
Williamsburg (North Side),Ridgewood,4,-73.9634429,40.7190424,-73.9018292,40.7043986,112
Williamsburg (North Side),Steinway,22,-73.9634429,40.7190424,-73.9124667,40.7669996,112
Woodside,North Corona,18,-73.9036487,40.7512123,-73.8624893,40.7502698,112
Bloomingdale,Central Harlem,18,-73.9697795,40.7988958,-73.9538699,40.7988378,113
Boerum Hill,Williamsburg (South Side),0,-73.9844722,40.6848689,-73.9517335,40.7079936,113
Brooklyn Heights,Red Hook,10,-73.9932872,40.6960105,-74.0094471,40.6772802,113
Brooklyn Heights,Williamsburg (North Side),16,-73.9932872,40.6960105,-73.9634429,40.7190424,113
Central Harlem,Flatiron,20,-73.9538699,40.7988378,-73.9896986,40.7410605,113
Clinton Hill,Williamsburg (South Side),8,-73.9639021,40.6893665,-73.9517335,40.7079936,113
Downtown Brooklyn/MetroTech,Fort Greene,8,-73.9861433,40.6942409,-73.9741874,40.6920638,113
Elmhurst,Rego Park,10,-73.8801301,40.737975,-73.8624893,40.7255722,113
Fort Greene,Brooklyn Heights,14,-73.9741874,40.6920638,-73.9932872,40.6960105,113
Greenpoint,Stuyvesant Heights,2,-73.9418603,40.7245448,-73.9330981,40.6882279,113
Hamilton Heights,East Concourse/Concourse Village,14,-73.9496079,40.8259597,-73.919308,40.824062,113
Inwood,Inwood,2,-73.9212019,40.8677145,-73.9212019,40.8677145,113
Little Italy/NoLiTa,Prospect Heights,16,-73.9904233,40.7065737,-73.9668408,40.6774196,113
Melrose South,East Harlem North,16,-73.9168766,40.8209719,-73.9464769,40.8115504,113
Prospect Heights,Prospect Park,22,-73.9668408,40.6774196,-73.9689558,40.6602037,113
Rego Park,Briarwood/Jamaica Hills,16,-73.8624893,40.7255722,-73.8273848,40.7126936,113
Rego Park,Middle Village,20,-73.8624893,40.7255722,-73.87425,40.717372,113
South Williamsburg,Williamsburg (North Side),12,-73.9701967,40.7085692,-73.9634429,40.7190424,113
Sunnyside,Elmhurst,16,-73.9196324,40.7432759,-73.8801301,40.737975,113
Sunnyside,Elmhurst,18,-73.9196324,40.7432759,-73.8801301,40.737975,113
Sunnyside,Queensboro Hill,18,-73.9196324,40.7432759,-73.940358,40.7509287,113
Washington Heights North,East Elmhurst,14,-73.9393554,40.8417082,-73.8713099,40.7737505,113
Washington Heights North,Lincoln Square East,12,-73.9393554,40.8417082,-73.9844722,40.773828,113
Williamsburg (North Side),Ridgewood,20,-73.9634429,40.7190424,-73.9018292,40.7043986,113
Williamsburg (North Side),Steinway,0,-73.9634429,40.7190424,-73.9124667,40.7669996,113
Woodside,North Corona,16,-73.9036487,40.7512123,-73.8624893,40.7502698,113
Yorkville East,Upper East Side North,20,-73.9492079,40.7762231,-73.9565551,40.7735649,113
Astoria,Elmhurst/Maspeth,2,-73.9234619,40.7643574,-73.8932385,40.7395973,114
Boerum Hill,Prospect-Lefferts Gardens,0,-73.9844722,40.6848689,-73.9506774,40.6590448,114
Bushwick North,Williamsburg (South Side),22,-73.9212858,40.6944282,-73.9517335,40.7079936,114
Carroll Gardens,Boerum Hill,14,-73.9991637,40.6795331,-73.9844722,40.6848689,114
Central Harlem,Times Sq/Theatre District,20,-73.9538699,40.7988378,-73.9841274,40.7592686,114
Downtown Brooklyn/MetroTech,Carroll Gardens,16,-73.9861433,40.6942409,-73.9991637,40.6795331,114
Downtown Brooklyn/MetroTech,Little Italy/NoLiTa,18,-73.9861433,40.6942409,-73.9904233,40.7065737,114
East Concourse/Concourse Village,East Concourse/Concourse Village,8,-73.919308,40.824062,-73.919308,40.824062,114
East Harlem North,Clinton East,18,-73.9464769,40.8115504,-73.9918181,40.7637581,114
Elmhurst/Maspeth,Rego Park,14,-73.8932385,40.7395973,-73.8624893,40.7255722,114
Flushing,College Point,2,-73.833079,40.7674987,-73.8389657,40.786395,114
Flushing,Hillcrest/Pomonok,16,-73.833079,40.7674987,-73.8244593,40.7370967,114
Gowanus,Park Slope,8,-73.9903489,40.6733364,-73.9805817,40.6681038,114
Greenpoint,Long Island City/Hunters Point,16,-73.9418603,40.7245448,-73.95639,40.74128,114
Hamilton Heights,Upper West Side North,18,-73.9496079,40.8259597,-73.9753676,40.7870106,114
Inwood,Highbridge Park,20,-73.9212019,40.8677145,-73.9332427,40.8433959,114
Little Italy/NoLiTa,Flatiron,12,-73.9904233,40.7065737,-73.9896986,40.7410605,114
Manhattanville,Upper West Side North,14,-73.9558333,40.8169443,-73.9753676,40.7870106,114
Marine Park/Floyd Bennett Field,Williamsburg (South Side),16,-73.9441579,40.6781784,-73.9517335,40.7079936,114
Morningside Heights,Garment District,14,-73.9624327,40.8089564,-73.9916342,40.7547072,114
Morrisania/Melrose,Melrose South,8,-73.915231,40.825761,-73.9168766,40.8209719,114
Mott Haven/Port Morris,Central Harlem,10,-73.9218949,40.7992799,-73.9538699,40.7988378,114
North Corona,North Corona,4,-73.8624893,40.7502698,-73.8624893,40.7502698,114
Park Slope,Carroll Gardens,20,-73.9805817,40.6681038,-73.9991637,40.6795331,114
Park Slope,Clinton Hill,16,-73.9805817,40.6681038,-73.9639021,40.6893665,114
Prospect Heights,Cobble Hill,16,-73.9668408,40.6774196,-73.9962255,40.686536,114
Washington Heights North,Central Harlem,14,-73.9393554,40.8417082,-73.9538699,40.7988378,114
Williamsburg (North Side),Yorkville East,2,-73.9634429,40.7190424,-73.9492079,40.7762231,114
Williamsburg (South Side),Chinatown,22,-73.9517335,40.7079936,-73.9970307,40.7157509,114
Williamsburg (South Side),Fort Greene,0,-73.9517335,40.7079936,-73.9741874,40.6920638,114
Woodside,Long Island City/Queens Plaza,8,-73.9036487,40.7512123,-73.9373702,40.7487173,114
Yorkville East,Bloomingdale,22,-73.9492079,40.7762231,-73.9697795,40.7988958,114
Astoria,Elmhurst,0,-73.9234619,40.7643574,-73.8801301,40.737975,115
Astoria,Roosevelt Island,0,-73.9234619,40.7643574,-73.9509934,40.7605031,115
Central Harlem,Flatiron,12,-73.9538699,40.7988378,-73.9896986,40.7410605,115
East Harlem North,Central Park,14,-73.9464769,40.8115504,-73.9741874,40.7711329,115
Elmhurst,Woodhaven,18,-73.8801301,40.737975,-73.8566087,40.6901366,115
Highbridge Park,Inwood,22,-73.9332427,40.8433959,-73.9212019,40.8677145,115
Jamaica,South Ozone Park,14,-73.7889689,40.702677,-73.8124984,40.6764003,115
Marine Park/Floyd Bennett Field,Brownsville,16,-73.9441579,40.6781784,-73.9095279,40.66308,115
Park Slope,Sunset Park East,22,-73.9805817,40.6681038,-74.0123851,40.645532,115
Queensboro Hill,Long Island City/Hunters Point,8,-73.940358,40.7509287,-73.95639,40.74128,115
West Concourse,West Concourse,20,-73.9227554,40.8316761,-73.9227554,40.8316761,115
Williamsburg (North Side),Cobble Hill,20,-73.9634429,40.7190424,-73.9962255,40.686536,115
Williamsburg (South Side),Williamsburg (North Side),8,-73.9517335,40.7079936,-73.9634429,40.7190424,115
Woodside,Maspeth,2,-73.9036487,40.7512123,-73.9065883,40.7294018,115
Woodside,Steinway,8,-73.9036487,40.7512123,-73.9124667,40.7669996,115
Astoria,Elmhurst/Maspeth,20,-73.9234619,40.7643574,-73.8932385,40.7395973,116
Boerum Hill,Downtown Brooklyn/MetroTech,0,-73.9844722,40.6848689,-73.9861433,40.6942409,116
Carroll Gardens,Park Slope,20,-73.9991637,40.6795331,-73.9805817,40.6681038,116
Central Harlem,Garment District,22,-73.9538699,40.7988378,-73.9916342,40.7547072,116
Central Harlem,Midtown East,22,-73.9538699,40.7988378,-73.9668408,40.7540369,116
Cobble Hill,Stuyvesant Heights,18,-73.9962255,40.686536,-73.9330981,40.6882279,116
Corona,North Corona,10,-73.8642613,40.7449859,-73.8624893,40.7502698,116
Crown Heights North,Crown Heights North,18,-73.9447994,40.6681032,-73.9447994,40.6681032,116
Downtown Brooklyn/MetroTech,Boerum Hill,22,-73.9861433,40.6942409,-73.9844722,40.6848689,116
Downtown Brooklyn/MetroTech,Marine Park/Floyd Bennett Field,14,-73.9861433,40.6942409,-73.9441579,40.6781784,116
Downtown Brooklyn/MetroTech,Williamsburg (South Side),20,-73.9861433,40.6942409,-73.9517335,40.7079936,116
Highbridge Park,Inwood,10,-73.9332427,40.8433959,-73.9212019,40.8677145,116
Jackson Heights,Steinway,22,-73.8830701,40.7556818,-73.9124667,40.7669996,116
Little Italy/NoLiTa,Greenpoint,18,-73.9904233,40.7065737,-73.9418603,40.7245448,116
Little Italy/NoLiTa,Midtown East,6,-73.9904233,40.7065737,-73.9668408,40.7540369,116
Mount Hope,Mount Hope,16,-73.9051185,40.8488863,-73.9051185,40.8488863,116
Steinway,Elmhurst/Maspeth,22,-73.9124667,40.7669996,-73.8932385,40.7395973,116
Stuyvesant Heights,Brownsville,18,-73.9330981,40.6882279,-73.9095279,40.66308,116
West Concourse,Highbridge,18,-73.9227554,40.8316761,-73.9271644,40.8384699,116
Westchester Village/Unionport,Soundview/Castle Hill,16,-73.8577346,40.8335462,-73.8498925,40.8271028,116
Williamsburg (North Side),East Village,16,-73.9634429,40.7190424,-73.9815337,40.7264773,116
Williamsburg (North Side),Yorkville East,22,-73.9634429,40.7190424,-73.9492079,40.7762231,116
Boerum Hill,Brooklyn Heights,10,-73.9844722,40.6848689,-73.9932872,40.6960105,117
Central Harlem,Clinton East,12,-73.9538699,40.7988378,-73.9918181,40.7637581,117
Clinton Hill,Williamsburg (South Side),12,-73.9639021,40.6893665,-73.9517335,40.7079936,117
Cobble Hill,Gowanus,14,-73.9962255,40.686536,-73.9903489,40.6733364,117
East Concourse/Concourse Village,East Harlem North,20,-73.919308,40.824062,-73.9464769,40.8115504,117
East Harlem North,Midtown East,8,-73.9464769,40.8115504,-73.9668408,40.7540369,117
East Williamsburg,East Williamsburg,0,-73.9330429,40.7158762,-73.9330429,40.7158762,117
East Williamsburg,East Williamsburg,22,-73.9330429,40.7158762,-73.9330429,40.7158762,117
East Williamsburg,Williamsburg (South Side),20,-73.9330429,40.7158762,-73.9517335,40.7079936,117
Fort Greene,Cobble Hill,22,-73.9741874,40.6920638,-73.9962255,40.686536,117
Fort Greene,Prospect Heights,8,-73.9741874,40.6920638,-73.9668408,40.6774196,117
Hamilton Heights,Melrose South,8,-73.9496079,40.8259597,-73.9168766,40.8209719,117
Hamilton Heights,Upper West Side North,14,-73.9496079,40.8259597,-73.9753676,40.7870106,117
Jackson Heights,Corona,6,-73.8830701,40.7556818,-73.8642613,40.7449859,117
Jackson Heights,East Elmhurst,18,-73.8830701,40.7556818,-73.8713099,40.7737505,117
Manhattanville,Bloomingdale,6,-73.9558333,40.8169443,-73.9697795,40.7988958,117
Marine Park/Floyd Bennett Field,Boerum Hill,14,-73.9441579,40.6781784,-73.9844722,40.6848689,117
Melrose South,East Concourse/Concourse Village,18,-73.9168766,40.8209719,-73.919308,40.824062,117
Morningside Heights,Hamilton Heights,8,-73.9624327,40.8089564,-73.9496079,40.8259597,117
